Serie,Fecha,Folio,Razón Social,Total,IVA,Descuento Documento 1,Neto,Cancelado,UUID,Nombre de la Moneda,Nombre del agente
FCNS,19/03/2021,700,VAPORIZACIONES  Y MULTISERVICIOS CASILLAS ,125.66,"17,33",0,"108,33",0,B3DDE3D6-C846-49C8-B655-4264B11E42F0,Peso Mexicano,Yarisbeth
FCNS,19/03/2021,701,DISTRIBUIDORA DE MATERIALES TRIANGULO,94.73,"13,07",0,"81,66",0,45BEB81A-6643-4D28-AF27-DF52A1D86BC0,Peso Mexicano,Yarisbeth
FCNS,19/03/2021,702,JOSÉ ALEJANDRO ZATA VELAZQUEZ,696.00,96,0,600,0,A4AB8A61-7FAE-447F-A71E-42B1577E17C0,Peso Mexicano,Yarisbeth
IMP,19/03/2021,1.071,VITABAJIO,1435.49,198,0,"1.237,49",0,1FABA969-4903-4A46-B42F-788A26A3CFBD,Peso Mexicano,Yarisbeth
IMP,19/03/2021,1.072,FERRETERAS UNIDAS ,754.00,104,0,650,0,3F539BFF-D5FB-4E98-BA1F-52CDD682CFDA,Peso Mexicano,Yarisbeth
IMP,19/03/2021,1.073,FERRETERA SALAMANCA ,188.49,26,0,"162,49",0,42D3D627-1ABB-466A-AAE1-3C2D1EE8865B,Peso Mexicano,Yarisbeth
IMP,20/03/2021,1.074,PROAMBIENTE DEL BAJIO ,2322.18,"320,3",0,"2.001,88",0,589F518C-8D11-4ED4-B139-9E9BF753C4E7,Peso Mexicano,Ricardo Martinez
IMP,22/03/2021,1.075,YOLANDA JUAREZ OÑATE,6032.00,832,0,"5.200,00",0,361D0255-E83C-42AE-91EA-9ADCB6FC5E38,Peso Mexicano,Yarisbeth
FCNS,25/03/2021,703,SAGOT,1276.00,176,0,"1.100,00",1,C9BACD4A-89D0-49D4-9F3D-917686C8FB70,Peso Mexicano,Yarisbeth
FCNS,25/03/2021,704,SAGOT,188.49,26,0,"162,49",1,AA95DFAA-41B9-4098-93EE-1F15D2361EC4,Peso Mexicano,Yarisbeth
FCNS,25/03/2021,705,SAGOT,10277.60,"1.417,60",0,"8.860,00",0,AA72CCB5-C877-4A7F-9E3D-DB3CCFDAE3B3,Peso Mexicano,Yarisbeth
IMP,25/03/2021,1.076,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,6342.20,"874,79",0,"5.467,41",0,49F1FEAC-8DBE-49EB-935F-46E542A84285,Peso Mexicano,David Martin
IMP,25/03/2021,1.077,PRODUCTOS FRUGO,4121.97,"568,55",0,"3.948,25",1,77705868-083C-4F79-8B79-C21C5F4448BC,Peso Mexicano,Alejandro Velazquez
IMP,25/03/2021,1.078,BIANCA ELIZABETH HERRERA BONILLA,1141.05,"157,39",0,"1.092,96",0,B18CD9EB-A83C-401A-A9F4-811F771AFF7D,Peso Mexicano,José Vazquez
IMP,25/03/2021,1.079,SAGOT,188.50,26,0,"162,5",1,3BC4620F-41E6-4F70-8767-F37FFB132A3B,Peso Mexicano,Yarisbeth
BJX,26/03/2021,3,VEHICULOS DE GUANAJUATO ,2900.00,400,0,"2.500,00",0,002B5C7C-14FF-4163-A54C-7638D2CF52F2,Peso Mexicano,(Ninguno)
FCNS,27/03/2021,706,CORPORATIVO DE COMBUSTIBLES ,188.50,26,0,"162,5",0,4C53DBA4-0EF3-40B7-AA6F-7F587C1D5F41,Peso Mexicano,Yarisbeth
FCNS,29/03/2021,707,"""""""M.C. TRANSPORTES""",5788.40,"798,4",0,"4.990,00",0,6664FCBE-6993-49B7-88E9-452286487554,Peso Mexicano,Gandhi Flores
IMP,29/03/2021,1.080,GERARDO ARREDONDO HERNANDEZ,306225.16,"42.237,95",0,"263.987,21",0,DF6CF028-4E54-40D5-BF16-A7F69E1EF284,Peso Mexicano,David Martin
IMP,29/03/2021,1.081,PRODUCTOS FRUGO,4231.85,"583,7",0,"4.053,50",0,ACE1AC23-3ED1-4ABE-A8BB-BD1306E661DD,Peso Mexicano,José Vazquez
FCNS,30/03/2021,708,REDWINGS,2842.00,392,0,"2.450,00",1,2360625E-2AC6-421E-A6E8-5B0ABE793830,Peso Mexicano,(Ninguno)
IMP,30/03/2021,1.082,PRODUCTOS FRUGO,25290.05,"3.488,28",0,"21.801,77",0,47C46A41-FEAC-4130-AFC3-2004ED532FA7,Peso Mexicano,José Vazquez
IMP,30/03/2021,1.083,IQFRESH TRANSPORT,23635.79,"3.260,11",0,"20.375,68",0,1C8A5E55-88F0-4836-871C-812A080A3EBE,Peso Mexicano,David Martin
IMP,31/03/2021,1.084,FERNANDO EMMANUEL SOTO ROMO,12823.00,"1.768,69",0,"11.054,31",0,EBF8B4B7-DD48-4876-8890-6D0AB95889E8,Peso Mexicano,Gandhi Flores
IMPM,31/03/2021,395,HEBER HADAT GUTIÉRREZ BATALLA,2088.00,288,0,"1.800,00",0,ACEC16CE-9C58-46DD-AB92-62A8ADFA0C80,Peso Mexicano,Yarisbeth
IMPM,31/03/2021,396,ROBERTO CARLOS RODRIGUEZ MARQUEZ,9274.20,"1.279,20",0,"7.995,00",0,955B45C3-A736-4BDC-9598-AEAE895EF06F,Peso Mexicano,Yarisbeth
IMP,01/04/2021,1.085,FUJITA CORPORATION,29000.00,"4.000,00",0,"25.000,00",0,9618372F-6907-464C-B1A1-0E5B5C838EEA,Peso Mexicano,David Martin
IMPM,01/04/2021,397,MIICA,4640.00,640,0,"4.000,00",0,38B8760E-E552-4FA7-9B1F-3277FD4DCD53,Peso Mexicano,Yarisbeth
IMP,05/04/2021,1.086,SAGOT,40149.13,"5.537,81",0,"34.611,32",1,0A09B798-60C4-4078-8D46-B2D8722CFDB5,Peso Mexicano,David Martin
IMP,05/04/2021,1.087,SAGOT,878.64,"121,19",0,"757,45",1,B60D6C2B-9C2E-4CA8-B178-1060AA47B6C7,Dólar Americano,David Martin
IMP,05/04/2021,1.088,SAGOT,40149.13,"5.537,81",0,"34.611,32",0,80D772B6-4BA0-4010-A9F8-950C7C77B231,Peso Mexicano,David Martin
IMP,05/04/2021,1.089,EDMUNDO ALEJANDRO VELAZQUEZ GONZALEZ,119.17,20,0,125,1,D583BAC9-8775-4E2D-BCDA-C0707505E7AB,Peso Mexicano,(Ninguno)
FCNS,06/04/2021,709,REDWINGS,2842.00,392,0,"2.450,00",0,AB4B99ED-0C4E-43A9-BD1F-354C1739E425,Peso Mexicano,Yarisbeth
FCNS,06/04/2021,710,CORPORATIVO ARHUMANO ,5788.40,"798,4",0,"4.990,00",0,61B58984-B314-464B-AA1C-97FF08771869,Peso Mexicano,Yarisbeth
FCNS,06/04/2021,711,FERRETERAS UNIDAS ,377.00,52,0,325,0,7EB502D6-C42F-4090-AEF7-95011EC9B50F,Peso Mexicano,José Vazquez
IMP,06/04/2021,1.090,GERARDO ARREDONDO HERNANDEZ,11020.00,"1.520,00",0,"9.500,00",0,A62BA642-70CB-4EF1-8E73-332160BB2C4D,Peso Mexicano,Yarisbeth
IMP,06/04/2021,1.091,GERARDO ARREDONDO HERNANDEZ,3652.84,"503,84",0,"3.149,00",1,68AC0D2F-FADF-4DDE-9E1C-14D059E876E8,Peso Mexicano,Yarisbeth
IMP,06/04/2021,1.092,FUJITA CORPORATION,7018.00,968,0,"6.050,00",0,06A78BCB-E765-40F7-BDCB-196683C020F0,Peso Mexicano,Yarisbeth
IMP,06/04/2021,1.093,FUJITA CORPORATION,4060.00,560,0,"3.500,00",0,8A645FE0-E622-4871-A6DA-D280B4512E6E,Peso Mexicano,Yarisbeth
IMP,06/04/2021,1.094,PRODUCTOS FRUGO,6380.00,880,0,"5.500,00",0,1CA31997-8BF3-4CAE-AFEA-03746674654C,Peso Mexicano,Yarisbeth
IMP,06/04/2021,1.095,PRODUCTOS FRUGO,47808.18,"6.594,23",0,"41.213,95",0,925404BA-7F67-40DE-84B0-DE633AE73895,Peso Mexicano,Yarisbeth
IMP,06/04/2021,1.096,RIGS TECHNOLOGY SAPI DE CV,1392.00,192,0,"1.200,00",0,A099C947-0829-499E-BBD6-CFD6451F15C1,Peso Mexicano,Yarisbeth
IMP,06/04/2021,1.097,INELBIO ,3236.40,"446,4",0,"2.790,00",0,BAC10B58-631A-4E84-988F-9683675722BB,Peso Mexicano,Yarisbeth
IMP,06/04/2021,1.099,VITABAJIO,3248.00,448,0,"2.800,00",0,9671462D-2506-4975-AC99-D902DA495D4D,Peso Mexicano,José Vazquez
IMP,06/04/2021,1.100,FERRETERA SALAMANCA ,754.00,104,0,650,0,5CC9BE18-F0BD-46A5-87DD-E2124F32D29E,Peso Mexicano,José Vazquez
IMP,06/04/2021,1.101,CORPORATIVO ARHUMANO ,1885.00,260,0,"1.625,00",1,F684DB10-61EC-485A-BDD2-373DAF356C36,Peso Mexicano,José Vazquez
IMP,06/04/2021,1.102,OCTAVIO MALANCHE JIMENEZ,835.45,"115,24",0,"720,21",0,8C537B2B-E56D-4A42-B18C-4CE8EB77E25C,Peso Mexicano,Alejandro Velazquez
IMP,06/04/2021,1.103,GERARDO ARREDONDO HERNANDEZ,684.40,"94,4",0,590,0,1354E583-DA1E-4BC3-9CBA-8FDE77DE124C,Peso Mexicano,David Martin
IMP,06/04/2021,1.104,GERARDO ARREDONDO HERNANDEZ,3915.00,540,0,"3.375,00",0,11000166-3EEE-4D0E-A4DD-B40D4F51D656,Peso Mexicano,David Martin
IMPM,06/04/2021,398,GERARDO ARREDONDO HERNANDEZ,4060.00,560,0,"3.500,00",0,975C1190-D763-4CD5-89E1-CBD64A81DDC5,Peso Mexicano,Yarisbeth
IMPM,06/04/2021,399,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,3239.88,"446,88",0,"2.793,00",0,0F0105AC-3E4A-49D0-A3D1-328E85E30E0C,Peso Mexicano,Yarisbeth
IMPM,06/04/2021,400,IQFRESH TRANSPORT,2550.84,"351,84",0,"2.199,00",0,F7E4FF50-5983-4B6D-94E1-3AD0483AED57,Peso Mexicano,Yarisbeth
IMPM,06/04/2021,401,VAPORIZACIONES  Y MULTISERVICIOS CASILLAS ,344.52,"47,52",0,297,0,10EC8940-B759-4A4F-9396-A658BB481D07,Peso Mexicano,Yarisbeth
IMPM,06/04/2021,402,CARMEN RAQUEL TREJO GRANADOS,138.04,"19,04",0,119,0,D36122B2-7131-492C-A7FD-637E4C702EA4,Peso Mexicano,Yarisbeth
IMPM,06/04/2021,403,FIMO CONSULTORIA AMBIENTAL,2136.72,"294,72",0,"1.842,00",0,D890AF59-4036-4B6F-9D50-E1969FF219A4,Peso Mexicano,Yarisbeth
IMPM,06/04/2021,404,PIBSE GROUP ,276.08,"38,08",0,238,0,B6A5BF87-D907-4A7B-81B7-2143950AAA29,Peso Mexicano,Yarisbeth
IMPM,06/04/2021,405,PATRICIA ILEANA ESCÁRCEGA MORALES,138.04,"19,04",0,119,1,C86FBBDB-D475-4EC7-9CAA-3963FDE7D6DE,Peso Mexicano,Yarisbeth
FCNS,07/04/2021,712,CORPORATIVO DE COMBUSTIBLES ,188.50,26,0,"162,5",0,4B84FC0A-C840-46CB-B2C4-E9B845161348,Peso Mexicano,Yarisbeth
IMP,07/04/2021,1.105,SAGOT,878.64,"121,19",0,"757,45",0,12805CAE-7ADF-401F-BA6C-A0FD8DFE6555,Dólar Americano,Yarisbeth
IMP,07/04/2021,1.106,PIZARONES INDUSTRIALES SERIMART ,1584.60,0,0,"1.584,60",0,309453FA-0B35-4360-ACE3-DBB13BD26EA1,Peso Mexicano,José Vazquez
IMP,07/04/2021,1.107,GERARDO ARREDONDO HERNANDEZ,4291.62,"591,95",0,"4.110,75",0,1E0B5A08-1983-4637-B16B-64DBE9B72669,Peso Mexicano,Alejandro Velazquez
IMPM,07/04/2021,406,MIICA,4640.00,640,0,"4.000,00",0,30618066-EB89-4158-ADFD-2D914F3657F6,Peso Mexicano,Yarisbeth
FCNS,08/04/2021,713,JOSÉ ALEJANDRO ZATA VELAZQUEZ,696.00,96,0,600,0,4B6BD139-A215-4D15-B387-3AF1FC4DFAF1,Peso Mexicano,José Vazquez
IMP,08/04/2021,1.108,PARTIDO ACCION NACIONAL,919.88,"126,88",0,793,1,F0E96DC4-1316-4043-8A6E-12AB778EC4BD,Peso Mexicano,David Martin
IMP,08/04/2021,1.110,PRODUCTOS FRUGO,888.37,"122,53",0,"765,84",0,9EF65C6B-8340-4FE0-9024-38A05DB3DF04,Peso Mexicano,José Vazquez
FCNS,09/04/2021,714,INSTITUTO DEL BAJIO,7284.80,"1.004,80",0,"6.280,00",0,680B2878-8BAB-4EE7-8F69-3D3725CD3513,Peso Mexicano,Yarisbeth
IMP,09/04/2021,1.098,INSTITUTO DEL BAJIO,8105.70,"1.118,03",0,"6.987,67",0,935E3818-F06E-493C-A689-C679A66FEF39,Peso Mexicano,Yarisbeth
IMP,09/04/2021,1.111,DISTRIBUIDORA DE MATERIALES TRIANGULO,1378.08,"190,08",0,"1.188,00",0,C75FE21A-2653-4504-B6DF-C5094DD0757C,Peso Mexicano,Yarisbeth
IMP,09/04/2021,1.112,DISTRIBUIDORA DE MATERIALES TRIANGULO,6722.20,"927,2",0,"5.795,00",0,F576C359-6D8E-4E3B-A642-CB2082430D18,Peso Mexicano,Yarisbeth
IMP,09/04/2021,1.113,SAGOT,4552.71,"627,96",0,"3.924,75",0,C27C6BC0-D5DF-44EC-8E9B-02EAAFA386AE,Dólar Americano,David Martin
IMP,09/04/2021,1.114,SAGOT,140329.75,"19.355,83",0,"120.973,92",0,A4F43FE3-F2D1-49B3-8327-C7721407E960,Peso Mexicano,David Martin
IMPM,09/04/2021,407,HUGO ELOY MARQUEZ DIOSDADO,2900.00,400,0,"2.500,00",1,EC20CDBD-52A5-45AC-B629-396B2F1BA2AE,Peso Mexicano,Yarisbeth
IMPM,09/04/2021,408,HUGO ELOY MARQUEZ DIOSDADO,1044.00,144,0,900,0,D0902886-962F-4B57-B321-49005100FB88,Peso Mexicano,Yarisbeth
IMP,12/04/2021,1.115,REDWINGS,31728.41,"4.376,33",0,"34.190,10",0,2C5895E1-ED44-468A-B2B4-F6D169C33DEB,Peso Mexicano,David Martin
IMP,12/04/2021,1.116,MC JETS ,31728.41,"4.376,33",0,"34.190,10",0,D0CDEC75-B4D9-4FA2-BE87-315D6BF540FF,Peso Mexicano,David Martin
IMP,13/04/2021,1.117,DISTRIBUIDORA DE MATERIALES TRIANGULO,21995.31,"3.033,84",0,"21.068,30",0,D84C9EAC-267D-4E02-A4E6-4E4B35553C2B,Peso Mexicano,Alejandro Velazquez
IMP,13/04/2021,1.118,INSTITUTO DEL BAJIO,19680.73,"2.714,58",0,"16.966,15",0,45FA3684-7370-4F77-AC63-F32386F94704,Peso Mexicano,David Martin
IMP,13/04/2021,1.119,JHONNATAN ISSAC CHAVIRA ESPINOSA,2617.78,"361,07",0,"2.256,71",0,260DDF3F-20B1-4E5A-BAC4-14EFD18F4BC0,Peso Mexicano,David Martin
IMP,13/04/2021,1.120,MA. LOURDES OLIVARES NUÑEZ,2200.00,"303,45",0,"1.896,55",0,37AB62A7-F160-48A6-8EC3-11F5381D0521,Peso Mexicano,David Martin
FCNS,14/04/2021,715,MARCO VALDIVIA BASTIEN,17777.00,"2.452,00",0,"15.325,00",0,246AF0C9-B94D-4599-9F89-86C3029F9C31,Peso Mexicano,Gandhi Flores
FCNS,15/04/2021,716,VÍCTOR MANUEL SEGOVIANO OROS,1148.40,"158,4",0,990,1,87CDEE77-1307-4F6A-8AAB-84F01685277C,Peso Mexicano,Yarisbeth
FCNS,15/04/2021,717,VÍCTOR MANUEL SEGOVIANO OROS,1264.40,"174,4",0,"1.090,00",0,96F1FB4F-4282-4FBA-81CF-18B84D9DADC5,Peso Mexicano,Yarisbeth
IMP,15/04/2021,1.121,PRODUCTOS FRUGO,112306.19,"15.490,51",0,"96.815,68",1,D512D401-041B-4363-931C-E09F37BB5667,Peso Mexicano,José Vazquez
IMP,15/04/2021,1.122,PRODUCTOS FRUGO,5570.42,"768,34",0,"4.802,08",0,BB309B09-D661-44FF-85C5-AE8E5B378AD1,Peso Mexicano,José Vazquez
IMP,15/04/2021,1.123,MA. LOURDES OLIVARES NUÑEZ,2200.00,"303,45",0,"1.896,55",1,BC7CE28D-346F-4A6C-AED3-B9C212F32098,Peso Mexicano,David Martin
IMPM,16/04/2021,409,HUGO ELOY MARQUEZ DIOSDADO,2900.00,400,0,"2.500,00",0,8D867134-61F9-4BB1-A1FA-9D6C83AFBFE4,Peso Mexicano,Yarisbeth
IMPM,16/04/2021,410,GERARDO ARREDONDO HERNANDEZ,11293.76,"1.557,76",0,"9.736,00",0,A1A7210D-EEE3-4535-8D75-EA10A9C421D0,Peso Mexicano,Yarisbeth
FCNS,17/04/2021,718,HUGO ELOY MARQUEZ DIOSDADO,568.40,"78,4",0,490,0,9D187DC4-49CE-49EC-9068-1F830FD349D2,Peso Mexicano,(Ninguno)
IMP,17/04/2021,1.124,HUGO ELOY MARQUEZ DIOSDADO,2131.50,294,0,"1.837,50",0,A5414F53-50DB-45A8-9DD0-49CCB429B282,Peso Mexicano,Yarisbeth
IMP,17/04/2021,1.125,JOFLOSA DISTRIBUCIONES ,377.00,52,0,325,0,41DA0B12-AACD-4A91-938B-BF798E4AEF85,Peso Mexicano,Yarisbeth
FCNS,19/04/2021,719,JOSÉ ALEJANDRO ZATA VELAZQUEZ,609.00,84,0,525,1,35CE7707-068E-4D49-8E2F-371C6402E141,Peso Mexicano,José Vazquez
IMP,20/04/2021,1.126,PRODUCTOS FRUGO,2842.61,"392,09",0,"2.450,52",0,DE99BCAA-4969-49AD-A937-B0920E20250A,Peso Mexicano,José Vazquez
IMP,20/04/2021,1.127,PRODUCTOS FRUGO,453.72,"62,58",0,"391,14",0,6484A0E0-9CF0-4A12-B72C-4510EED56109,Peso Mexicano,José Vazquez
IMP,21/04/2021,1.128,PARTIDO ACCION NACIONAL,919.88,"126,88",0,793,0,E4F5E894-73E7-450A-9604-388D68226B1D,Peso Mexicano,David Martin
IMP,21/04/2021,1.129,PIZARONES INDUSTRIALES SERIMART ,5475.43,"755,23",0,"4.720,20",0,41FD9EF2-9BFB-42A7-9F2F-50B6FD5809F3,Peso Mexicano,Yarisbeth
FCNS,22/04/2021,720,SAGOT,159.50,22,0,"137,5",1,D7AEE190-BC29-4942-8E2A-3AC2B09F9215,Peso Mexicano,Yarisbeth
IMP,22/04/2021,1.130,FERNANDO EMMANUEL SOTO ROMO,4563.56,"629,45",0,"3.934,11",0,567E3E45-DE22-446D-8297-A9554CADDFE8,Peso Mexicano,Gandhi Flores
IMP,27/04/2021,1.131,SAGOT,20552.88,"2.834,88",0,"17.718,00",0,E6A44E35-9CBA-444C-8640-5B7C8AEFA321,Peso Mexicano,David Martin
IMP,28/04/2021,1.132,MARCELO LUIS ROUGON DUDET,7126.89,"983,02",0,"6.143,87",1,9C100A8D-C680-4467-9C6F-8904EA766CF4,Peso Mexicano,José Vazquez
IMP,28/04/2021,1.133,MARCELO LUIS ROUGON DUDET,6584.19,"908,16",0,"6.143,87",0,7E18B369-2E8F-40E8-8C2D-36D3B24C4B3D,Peso Mexicano,José Vazquez
IMP,28/04/2021,1.134,GERARDO ARREDONDO HERNANDEZ,3029.19,"417,82",0,"2.901,52",0,7D7DCAEB-82A6-4760-AEA6-780ED3AB2824,Peso Mexicano,José Vazquez
IMP,29/04/2021,1.135,J CLIMA SISTEMAS MÉXICO ,1809.89,"249,64",0,"1.560,25",0,61B940B0-FCC7-4E7A-BC0C-2E5D160BBCB7,Peso Mexicano,José Vazquez
IMP,29/04/2021,1.136,SONIA CARLOTA PÉREZ MALPICA,5601.00,"772,55",0,"4.828,45",0,3135270F-292B-4A3D-9DC7-F742E39777B4,Peso Mexicano,David Martin
IMP,29/04/2021,1.137,SONIA CARLOTA PÉREZ MALPICA,899.00,124,0,775,1,D3F348C7-AABB-4032-A0CF-880B0F8C5758,Peso Mexicano,David Martin
IMP,29/04/2021,1.138,FERRETERAS UNIDAS ,2450.50,338,0,"2.112,50",0,7FB81157-FF2B-46BA-9B65-3E5076C04A83,Peso Mexicano,Yarisbeth
IMP,29/04/2021,1.139,AGROCENTRO BAJIO ,2351.14,"324,29",0,"2.252,05",1,0DA12667-E1FD-4B83-B64E-8B470535048F,Peso Mexicano,José Vazquez
IMPM,29/04/2021,411,HUGO ELOY MARQUEZ DIOSDADO,1044.00,144,0,900,0,29E92FA7-1D3F-40E4-B3EB-E0CCA3E96E43,Peso Mexicano,Yarisbeth
FCNS,30/04/2021,721,ALICIA ANDREA BECERRIL,5617.00,"774,76",0,"4.842,24",0,B5A71777-C899-48E6-A9F6-0DE7BD7958E4,Peso Mexicano,Yarisbeth
IMP,04/05/2021,1.140,AGROCENTRO BAJIO ,1468.72,"202,58",0,"1.406,82",0,D19D0BE1-A903-4FBE-B33A-FEA85FB78C54,Peso Mexicano,José Vazquez
IMP,04/05/2021,1.141,VELOCIDAD Y MOTOCICLISMO DE SALAMANCA ,9899.44,"1.365,44",0,"8.534,00",1,E79D9843-3ABF-4119-A634-D52824B36920,Peso Mexicano,Gandhi Flores
IMPM,04/05/2021,412,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,1044.00,144,0,900,0,8121D96D-E56F-4DFC-8B6C-277E77FDA182,Peso Mexicano,David Martin
FCNS,05/05/2021,722,FIMO CONSULTORIA AMBIENTAL,1044.00,144,0,900,0,B1E5DEEF-1AC9-4F3F-A6C2-4BDF5FAF8AA6,Peso Mexicano,Gandhi Flores
IMP,05/05/2021,1.142,GERARDO ARREDONDO HERNANDEZ,3652.84,"503,84",0,"3.149,00",0,DCB04EDF-F0CE-4B76-8B74-5F844D775CDB,Peso Mexicano,Yarisbeth
IMP,05/05/2021,1.143,VELOCIDAD Y MOTOCICLISMO DE SALAMANCA ,9337.39,"1.287,92",0,"8.049,47",0,0EFD60AA-9337-4B52-AFF9-E6D2D22BCF22,Peso Mexicano,Gandhi Flores
IMP,05/05/2021,1.144,FUJITA CORPORATION,7018.00,968,0,"6.050,00",0,5A18EDED-012E-4A50-A1C4-5C7C9C99D9B8,Peso Mexicano,Yarisbeth
IMP,05/05/2021,1.145,FUJITA CORPORATION,4060.00,560,0,"3.500,00",0,9C0882E7-CC33-4B00-9C57-AAF93B0CED47,Peso Mexicano,Yarisbeth
IMP,05/05/2021,1.146,GERARDO ARREDONDO HERNANDEZ,11020.00,"1.520,00",0,"9.500,00",0,403E1171-7A4F-49DF-9554-EAE1AA77DAE5,Peso Mexicano,Yarisbeth
IMP,05/05/2021,1.147,GERARDO ARREDONDO HERNANDEZ,4205.00,580,0,"3.625,00",0,FC482166-36B8-4179-8492-89C73DD98B4F,Peso Mexicano,Yarisbeth
IMPM,05/05/2021,413,FIMO CONSULTORIA AMBIENTAL,2136.72,"294,72",0,"1.842,00",0,533AF70A-7B93-4E28-B06D-35AEB35C8B65,Peso Mexicano,Gandhi Flores
IMPM,05/05/2021,414,GERARDO ARREDONDO HERNANDEZ,4060.00,560,0,"3.500,00",0,C96CD72F-CE46-49B1-A9FD-27477739F4EE,Peso Mexicano,Yarisbeth
IMP,06/05/2021,1.148,PRODUCTOS FRUGO,6380.00,880,0,"5.500,00",0,80E49F95-7ADA-4143-8778-5C5698603F22,Peso Mexicano,Yarisbeth
IMP,06/05/2021,1.149,DISTRIBUIDORA DE MATERIALES TRIANGULO,6722.20,"927,2",0,"5.795,00",0,49C81A07-4A7E-49D5-8544-E49E601D17EE,Peso Mexicano,José Vazquez
IMP,06/05/2021,1.150,DISTRIBUIDORA DE MATERIALES TRIANGULO,1378.08,"190,08",0,"1.188,00",0,0BC5896C-6681-4C55-A171-C21290762FFA,Peso Mexicano,(Ninguno)
IMP,06/05/2021,1.151,RIGS TECHNOLOGY SAPI DE CV,1392.00,192,0,"1.200,00",0,B950F0D4-72D4-4F31-8F1B-0118DA0ECEA8,Peso Mexicano,José Vazquez
IMP,06/05/2021,1.152,INELBIO ,3236.40,"446,4",0,"2.790,00",0,46D99DEC-7CEF-4E81-842C-92DE4223746E,Peso Mexicano,José Vazquez
IMP,06/05/2021,1.153,INSTITUTO DEL BAJIO,7466.85,"1.029,91",0,"6.436,94",0,C023780A-7D57-4741-8FBC-A6C566704992,Peso Mexicano,José Vazquez
IMPM,06/05/2021,415,CARMEN RAQUEL TREJO GRANADOS,138.04,"19,04",0,119,0,A9F54270-F85F-4477-A245-80230870029E,Peso Mexicano,Yarisbeth
IMPM,06/05/2021,416,ESTRATEGIAS FINANCIERAS Y DE PROTECCION PATRIMONIAL UNIR,3239.88,"446,88",0,"2.793,00",0,56A04020-1731-4C18-AD75-9287B454F1C8,Peso Mexicano,José Vazquez
IMPM,06/05/2021,417,IQFRESH TRANSPORT,2821.12,"389,12",0,"2.432,00",1,27DB2096-FFC2-4D33-9F7E-EA63EB3ED0CD,Peso Mexicano,José Vazquez
IMPM,06/05/2021,418,VAPORIZACIONES  Y MULTISERVICIOS CASILLAS ,344.52,"47,52",0,297,0,C0C9E05F-4E5E-4D60-B581-22A2666EE5A2,Peso Mexicano,José Vazquez
IMPM,06/05/2021,419,HUGO ELOY MARQUEZ DIOSDADO,2088.00,288,0,"1.800,00",1,25BD6577-43D8-4191-AC54-A2E4F96C0BF9,Peso Mexicano,José Vazquez
IMPM,06/05/2021,420,PATRICIA ILEANA ESCÁRCEGA MORALES,138.04,"19,04",0,119,1,13E9BB2D-B48F-49F6-BCBA-D115DC2D35F1,Peso Mexicano,(Ninguno)
IMPM,06/05/2021,421,PIBSE GROUP ,276.08,"38,08",0,238,0,0DE5EEB4-4918-4D48-A136-23B4FDA04A3E,Peso Mexicano,José Vazquez
FCNS,07/05/2021,723,CORPORATIVO ARHUMANO ,125.66,"17,33",0,"108,33",1,3F866BBB-005D-4E1E-AB14-71EB3A2AE987,Peso Mexicano,José Vazquez
IMP,07/05/2021,1.154,FERRETERA SALAMANCA ,188.50,26,0,"162,5",0,5170B915-D0D4-4D80-95A6-62887C8F176A,Peso Mexicano,José Vazquez
IMPM,07/05/2021,422,ABEL ENRIQUE NAVARRO HERNANDEZ,276.08,"38,08",0,238,1,8AA1BE31-1C8C-4FE5-BDB3-0CD4EAD3ABEE,Peso Mexicano,José Vazquez
IMPM,08/05/2021,423,ROBERTO REYES ROBLEDO,6000.00,"827,59",0,"5.172,41",0,0C9EDA64-0DE4-49EB-A3C2-B690D435E85A,Peso Mexicano,José Vazquez
IMP,09/05/2021,1.160,JOSE GERARDO FERNANDEZ GARCIA,7725.00,"1.065,52",0,"6.659,48",0,31A6518D-4976-4C85-9DAB-33B14CF2B625,Peso Mexicano,José Vazquez
IMP,10/05/2021,1.155,GERARDO ARREDONDO HERNANDEZ,6913.60,"953,6",0,"5.960,00",0,BC0AD7DA-A490-44AF-A4BB-34376CB0FD96,Peso Mexicano,David Martin
IMP,10/05/2021,1.156,GERARDO ARREDONDO HERNANDEZ,10832.08,"1.494,08",0,"9.338,00",0,5D23D2B8-34CD-44BD-89A5-3F1B5A697938,Peso Mexicano,David Martin
FCNS,11/05/2021,724,VITABAJIO,1670.40,"230,4",0,"1.440,00",0,9D12F215-1CF4-41AB-94A9-3B4220F3F38B,Peso Mexicano,Gandhi Flores
IMP,12/05/2021,1.157,PRODUCTOS FRUGO,2256.31,"311,22",0,"2.161,21",0,7FF3A7AA-1536-4288-9FAA-54538C4E8B5C,Peso Mexicano,José Vazquez
IMP,12/05/2021,1.158,PIZARONES INDUSTRIALES SERIMART ,1564.90,0,0,"1.564,90",0,413F1BD6-4716-4F12-BAB9-CA669DF68DFA,Peso Mexicano,José Vazquez
IMP,12/05/2021,1.159,JOSE GERARDO FERNANDEZ GARCIA,7725.00,"1.065,52",0,"6.659,48",1,54DD556B-5F8B-4DF6-A98F-0DC5FE622ECC,Peso Mexicano,José Vazquez
